handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
realDonaldTrump,"100% TRUE --&gt; @realDonaldTrump is right - @HillaryClinton did call TPP ‘the gold standard’ #Debates2016 
https://t.co/W7L7a9wSCB",100% TRUE --&gt; realDonaldTrump is right - HillaryClinton did call TPP ‘the gold standard’ Debates2016 ,15,Positive,True,TeamTrump,2016-09-27 02:22:12,2016-09-27,02:22:12,en,7419,12728
realDonaldTrump,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,Hillary Clinton is the only candidate on stage who voted for the Iraq War. Debates2016 MAGA ,16,Negative,False,,2016-09-27 02:21:59,2016-09-27,02:21:59,en,9001,20725
realDonaldTrump,".@HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage #DebateNight 
https://t.co/6EEOAaCiNv",.HillaryClinton's 2008 Campaign And Supporters Trafficked In Rumors About Obama's Heritage DebateNight ,12,Positive,False,,2016-09-27 02:19:47,2016-09-27,02:19:47,en,5763,12471
realDonaldTrump,"Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… https://t.co/x7sBpy0CEV","Hillary's policies have made America less safe, that's why 200+ general and military leaders have endorsed… ",16,Positive,True,TeamTrump,2016-09-27 02:19:20,2016-09-27,02:19:20,en,4741,10739
HillaryClinton,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0","""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” ",16,Positive,False,,2016-09-27 02:18:09,2016-09-27,02:18:09,en,7062,12598
HillaryClinton,This is... still not true! #debate https://t.co/6SKFZunCL5,This is... still not true! debate ,6,Negative,True,TheBriefing2016,2016-09-27 02:16:53,2016-09-27,02:16:53,en,1387,2339
HillaryClinton,What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight,What is the deal with Donald Trump and Russia?  debatenight,10,Neutral,False,,2016-09-27 02:13:57,2016-09-27,02:13:57,en,2540,4893
HillaryClinton,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L,Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  ,19,Positive,True,TheBriefing2016,2016-09-27 02:13:36,2016-09-27,02:13:36,en,1213,1638
realDonaldTrump,"Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. 
#DebateNight https://t.co/JTbqO0DNzy",Jesse Jackson on realDonaldTrump - when he donated space for the Rainbow/Push Coalition. DebateNight ,14,Neutral,True,DanScavino,2016-09-27 02:10:30,2016-09-27,02:10:30,en,5055,8520
HillaryClinton,"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM","When Donald Trump goes low, we go high. DebateNight ",9,Negative,False,,2016-09-27 02:08:29,2016-09-27,02:08:29,en,6189,16416
HillaryClinton,"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.","When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be.",25,Positive,False,,2016-09-27 02:06:51,2016-09-27,02:06:51,en,13915,26574
HillaryClinton,This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy,This is just one of the business practices that led to Donald Trump being sued for discrimination. Debate… ,18,Neutral,True,TheBriefing2016,2016-09-27 02:05:18,2016-09-27,02:05:18,en,1523,1946
HillaryClinton,"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight","Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?""I say nothing."" debatenight",17,Negative,False,,2016-09-27 02:04:16,2016-09-27,02:04:16,en,6274,13551
HillaryClinton,"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight","""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" DebateNight",19,Negative,False,,2016-09-27 02:01:59,2016-09-27,02:01:59,en,51681,102655
HillaryClinton,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. debatenight,21,Positive,False,,2016-09-27 02:01:05,2016-09-27,02:01:05,en,6818,17734
HillaryClinton,"Still a complete lie. #DebateNight 
https://t.co/F8aCfIqYWs",Still a complete lie. DebateNight ,5,Neutral,False,,2016-09-27 01:59:34,2016-09-27,01:59:34,en,4564,7201
HillaryClinton,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5,Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. DebateNight ,16,Positive,False,,2016-09-27 01:56:13,2016-09-27,01:56:13,en,7324,13832
HillaryClinton,"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight","The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. debatenight",24,Negative,False,,2016-09-27 01:55:11,2016-09-27,01:55:11,en,10882,21951
HillaryClinton,We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI,We’ve got to address the systemic racism in our criminal justice system and end private prisons. DebateNight ,17,Negative,False,,2016-09-27 01:54:38,2016-09-27,01:54:38,en,2587,6006
HillaryClinton,How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0,How Hillary Clinton Took Charge In The First Presidential Debate ,10,Neutral,True,BuzzFeedBen,2016-09-27 01:52:02,2016-09-27,01:52:02,en,1259,2676
realDonaldTrump,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,I will stand with police and protect ALL Americans! Debates2016 MAGA ,11,Positive,False,,2016-09-27 01:51:58,2016-09-27,01:51:58,en,12173,33572
HillaryClinton,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight,We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. debatenight,13,Neutral,False,,2016-09-27 01:50:42,2016-09-27,01:50:42,en,6923,17156
realDonaldTrump,"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc","When realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! MAGA… ",19,Positive,True,TeamTrump,2016-09-27 01:50:01,2016-09-27,01:50:01,en,4550,11239
HillaryClinton,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj","""Maybe he didn't do a good job."" —Donald TrumpLooks like you “loved” it at the time. DebateNight… ",17,Neutral,False,,2016-09-27 01:44:51,2016-09-27,01:44:51,en,4435,8347
realDonaldTrump,WATCH: @realDonaldTrump on the stakes in this election #Debates2016 https://t.co/l7DSbPXDGh,WATCH: realDonaldTrump on the stakes in this election Debates2016 ,9,Neutral,True,TeamTrump,2016-09-27 01:44:01,2016-09-27,01:44:01,en,1936,5930
HillaryClinton,"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight https://t.co/dpDrKCHVCd","""It's about time this country had somebody running it who has an idea about money."" —Trump debatenight ",17,Neutral,False,,2016-09-27 01:40:50,2016-09-27,01:40:50,en,2469,5868
HillaryClinton,"Paying zero in taxes doesn’t make you ""smart.""

It makes you a tax evader. https://t.co/g9nQkSRvTB","Paying zero in taxes doesn’t make you ""smart.""It makes you a tax evader. ",13,Neutral,False,,2016-09-27 01:39:14,2016-09-27,01:39:14,en,20195,33668
HillaryClinton,No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ,No wonder Donald Trump is hiding his tax returns. debatenight ,10,Negative,False,,2016-09-27 01:37:26,2016-09-27,01:37:26,en,8568,15157
realDonaldTrump,"This is the simple fact about @HillaryClinton: she is a typical politician - all talk, no action. #Debates2016","This is the simple fact about HillaryClinton: she is a typical politician - all talk, no action. Debates2016",18,Negative,False,,2016-09-27 01:36:50,2016-09-27,01:36:50,en,13308,32127
HillaryClinton,"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.","No legit reason realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit.",20,Negative,True,MittRomney,2016-09-27 01:34:32,2016-09-27,01:34:32,en,11973,15567
realDonaldTrump,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,HILLARY'S BAD TAX HABIT! ,4,Negative,False,,2016-09-27 01:33:59,2016-09-27,01:33:59,en,11774,21663
realDonaldTrump,A Clinton economy = more taxes and more spending! #DebateNight https://t.co/oFlaAhrwe5,A Clinton economy = more taxes and more spending! DebateNight ,10,Neutral,False,,2016-09-27 01:32:25,2016-09-27,01:32:25,en,7878,16568
realDonaldTrump,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,.HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? Debates2016,21,Negative,False,,2016-09-27 01:28:50,2016-09-27,01:28:50,en,9707,22634
realDonaldTrump,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… https://t.co/02NMQn3ZNQ","Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for innovation and job creati… ",19,Positive,False,,2016-09-27 01:28:04,2016-09-27,01:28:04,en,7189,19174
HillaryClinton,"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate https://t.co/YCXFWZyiGA","In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. debate ",14,Positive,True,TheBriefing2016,2016-09-27 01:28:03,2016-09-27,01:28:03,en,4128,5914
HillaryClinton,Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight,Donald Trump may live in his own reality—but we've got his own words right here. Check them out:  debatenight,19,Neutral,False,,2016-09-27 01:27:13,2016-09-27,01:27:13,en,5904,8292
realDonaldTrump,.@HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. #TPP #Debates2016,.HillaryClinton channels John Kerry on trade: she was for bad trade deals before she was against them. TPP Debates2016,19,Negative,False,,2016-09-27 01:23:43,2016-09-27,01:23:43,en,5045,13196
HillaryClinton,"We can step up and confront climate change, save our planet, and invest in clean energy. 

Or, we can do nothing.… https://t.co/U29h8UaYZP","We can step up and confront climate change, save our planet, and invest in clean energy. Or, we can do nothing.… ",21,Positive,False,,2016-09-27 01:21:24,2016-09-27,01:21:24,en,2751,6025
HillaryClinton,"""I never said that."" —Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL","""I never said that."" —Donald Trump, who said that. debatenight ",10,Neutral,False,,2016-09-27 01:19:47,2016-09-27,01:19:47,en,91670,134808
HillaryClinton,"""That's called business."" —Donald Trump on the housing crash.

For millions of Americans it was called ""losing their home."" #DebateNight","""That's called business."" —Donald Trump on the housing crash.For millions of Americans it was called ""losing their home."" DebateNight",19,Negative,False,,2016-09-27 01:19:02,2016-09-27,01:19:02,en,12980,20267
realDonaldTrump,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,.HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,13,Negative,False,,2016-09-27 01:18:55,2016-09-27,01:18:55,en,7836,17385
HillaryClinton,"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""","Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",19,Negative,False,,2016-09-27 01:17:44,2016-09-27,01:17:44,en,3322,6308
HillaryClinton,"Donald Trump seems to think $15 million is a ""small loan."" #debate https://t.co/Bo3HOhdR92 https://t.co/K5bCPX3ujx","Donald Trump seems to think $15 million is a ""small loan."" debate  ",12,Neutral,True,TheBriefing2016,2016-09-27 01:16:15,2016-09-27,01:16:15,en,1738,2478
HillaryClinton,"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: https://t.co/5MZTsOgYR9","Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: ",19,Positive,False,,2016-09-27 01:15:20,2016-09-27,01:15:20,en,3721,5734
realDonaldTrump,A @realDonaldTrump Administration will bring JOBS BACK! #Debates2016 https://t.co/4O3rIyycyW,A realDonaldTrump Administration will bring JOBS BACK! Debates2016 ,8,Neutral,True,TeamTrump,2016-09-27 01:14:09,2016-09-27,01:14:09,en,3928,8756
HillaryClinton,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… https://t.co/3LV3pmjRBI","Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… ",21,Neutral,False,,2016-09-27 01:13:45,2016-09-27,01:13:45,en,2537,9180
HillaryClinton,How many Trump products were made overseas? Here’s the complete list. https://t.co/OdJOZeZau0,How many Trump products were made overseas? Here’s the complete list. ,11,Neutral,True,washingtonpost,2016-09-27 01:13:13,2016-09-27,01:13:13,en,1656,1563
HillaryClinton,There's only one candidate on stage who will support working families. #DebateNight https://t.co/uOV7JC9uQC,There's only one candidate on stage who will support working families. DebateNight ,12,Positive,False,,2016-09-27 01:11:42,2016-09-27,01:11:42,en,3732,7138
HillaryClinton,"We have to build an economy that works for everyone, not just those at the top. #DebateNight https://t.co/XPTvh4Dovf","We have to build an economy that works for everyone, not just those at the top. DebateNight ",17,Positive,False,,2016-09-27 01:10:36,2016-09-27,01:10:36,en,2745,6299
HillaryClinton,Watch live: Hillary takes the stage for the first presidential debate → https://t.co/FbmDLQp03w #DebateNight,Watch live: Hillary takes the stage for the first presidential debate →  DebateNight,13,Neutral,False,,2016-09-27 01:05:03,2016-09-27,01:05:03,en,804,2137
